Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Alter: 80-84,,,,,,,,,,,,,,,,,359.00,
Alter: 85-89,,,,,,,,,,,,,,,,,301.00,
Alter: 90-94,,,,,,,,,,,,,,,,,144.00,
Alter: 95-99,,,,,,,,,,,,,,,,,60.00,
Alter: 100-104,,,,,,,,,,,,,,,,,13.00,
Alter: 105-109,,,,,,,,,,,,,,,,,2.00,
Alter: 110-114,,,,,,,,,,,,,,,,,0.00,
Staatsangehörigkeit: Deutschland,475.00,480.00,561.00,637.00,664.00,761.00,793.00,867.00,926.00,958.00,912.00,929.00,917.00,968.00,943.00,935.00,961.00,
Staatsangehörigkeit: Italien,368.00,343.00,361.00,367.00,364.00,357.00,351.00,350.00,361.00,365.00,363.00,363.00,367.00,370.00,381.00,415.00,455.00,
Staatsangehörigkeit: Türkei,136.00,122.00,137.00,141.00,161.00,159.00,144.00,145.00,136.00,129.00,137.00,146.00,142.00,127.00,127.00,126.00,128.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",172.00,154.00,151.00,170.00,161.00,158.00,149.00,132.00,140.00,113.00,92.00,94.00,93.00,90.00,104.00,109.00,109.00,
Staatsangehörigkeit: Spanien,156.00,153.00,153.00,147.00,140.00,135.00,127.00,125.00,132.00,143.00,154.00,182.00,196.00,213.00,212.00,220.00,209.00,
Staatsangehörigkeit: Portugal,91.00,84.00,87.00,86.00,95.00,85.00,89.00,97.00,102.00,104.00,107.00,108.00,115.00,126.00,115.00,109.00,123.00,
Staatsangehörigkeit: Mazedonien,46.00,53.00,42.00,45.00,54.00,45.00,48.00,50.00,52.00,44.00,39.00,31.00,33.00,29.00,31.00,28.00,31.00,
Staatsangehörigkeit: Vereinigtes Königreich,96.00,98.00,86.00,97.00,93.00,111.00,123.00,140.00,145.00,152.00,139.00,163.00,178.00,168.00,185.00,186.00,210.00,
Staatsangehörigkeit: Frankreich,97.00,90.00,80.00,79.00,87.00,88.00,100.00,122.00,118.00,123.00,116.00,115.00,119.00,129.00,135.00,162.00,175.00,
Staatsangehörigkeit: Indien,44.00,52.00,53.00,45.00,46.00,60.00,69.00,54.00,55.00,71.00,78.00,91.00,106.00,100.00,102.00,78.00,88.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,47.00,58.00,61.00,76.00,73.00,75.00,84.00,96.00,104.00,95.00,104.00,137.00,129.00,147.00,158.00,165.00,166.00,
Staatsangehörigkeit: Österreich,65.00,73.00,79.00,84.00,72.00,74.00,76.00,70.00,71.00,70.00,61.00,64.00,67.00,73.00,73.00,77.00,74.00,
Staatsangehörigkeit: Kroatien,38.00,42.00,46.00,47.00,56.00,51.00,40.00,40.00,30.00,35.00,34.00,30.00,25.00,22.00,24.00,25.00,24.00,
Staatsangehörigkeit: Sri Lanka,38.00,37.00,36.00,35.00,32.00,29.00,23.00,26.00,31.00,23.00,16.00,17.00,13.00,15.00,8.00,11.00,14.00,
Staatsangehörigkeit: Polen,14.00,21.00,19.00,14.00,6.00,4.00,6.00,8.00,7.00,11.00,11.00,13.00,12.00,7.00,6.00,14.00,15.00,
Staatsangehörigkeit: Übriges Ausland,504.00,538.00,575.00,638.00,708.00,700.00,706.00,683.00,716.00,785.00,815.00,843.00,913.00,1002.00,1011.00,954.00,962.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,5250.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,1925.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,1654.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,82.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,230.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,307.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,391.00,,,,
Religion: Andere,,,,,,,,,,,,,,479.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,433.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,10438.00,10464.00,10611.00,10799.00,,,
Sozialhilfequote,,2.85,2.84,3.45,4.06,4.26,4.33,3.99,3.74,3.34,3.24,3.34,3.38,3.66,3.84,3.50,3.59,
Geld: Veranlagungen,,,,,,,,,,,,,,,6251.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,78341.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,53078.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.54,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,11943.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,6319.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,74653507.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,15.24,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,615395.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,35419.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.91,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,3489.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,21811551.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.57,,,
