Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Staatsangehörigkeit: Italien,103.00,100.00,94.00,80.00,81.00,90.00,82.00,72.00,73.00,81.00,71.00,74.00,78.00,77.00,88.00,93.00,101.00,
Staatsangehörigkeit: Türkei,53.00,51.00,55.00,53.00,57.00,40.00,40.00,48.00,42.00,35.00,37.00,33.00,34.00,32.00,43.00,41.00,37.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",77.00,64.00,62.00,62.00,63.00,63.00,63.00,59.00,52.00,44.00,39.00,45.00,41.00,43.00,48.00,47.00,43.00,
Staatsangehörigkeit: Spanien,45.00,44.00,43.00,43.00,38.00,41.00,40.00,33.00,28.00,33.00,35.00,35.00,41.00,52.00,48.00,52.00,53.00,
Staatsangehörigkeit: Portugal,11.00,10.00,10.00,11.00,11.00,11.00,13.00,12.00,11.00,13.00,13.00,11.00,11.00,14.00,18.00,19.00,19.00,
Staatsangehörigkeit: Mazedonien,6.00,5.00,7.00,8.00,9.00,11.00,10.00,7.00,14.00,16.00,18.00,17.00,22.00,21.00,26.00,25.00,27.00,
Staatsangehörigkeit: Vereinigtes Königreich,7.00,18.00,19.00,20.00,24.00,26.00,23.00,25.00,23.00,27.00,24.00,30.00,27.00,36.00,41.00,33.00,35.00,
Staatsangehörigkeit: Frankreich,12.00,12.00,12.00,13.00,14.00,18.00,14.00,14.00,10.00,14.00,21.00,22.00,29.00,33.00,28.00,29.00,38.00,
Staatsangehörigkeit: Indien,0.00,1.00,1.00,2.00,4.00,1.00,4.00,1.00,2.00,9.00,9.00,11.00,12.00,10.00,13.00,11.00,17.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,11.00,10.00,12.00,11.00,10.00,11.00,13.00,13.00,12.00,15.00,14.00,13.00,20.00,28.00,30.00,32.00,32.00,
Staatsangehörigkeit: Österreich,13.00,15.00,14.00,16.00,18.00,12.00,14.00,16.00,14.00,16.00,17.00,17.00,23.00,25.00,25.00,19.00,20.00,
Staatsangehörigkeit: Kroatien,21.00,16.00,19.00,20.00,16.00,8.00,8.00,10.00,8.00,10.00,9.00,9.00,11.00,9.00,13.00,7.00,8.00,
Staatsangehörigkeit: Sri Lanka,3.00,4.00,4.00,4.00,7.00,5.00,8.00,10.00,11.00,5.00,4.00,5.00,5.00,5.00,6.00,2.00,2.00,
Staatsangehörigkeit: Polen,1.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,
Staatsangehörigkeit: Übriges Ausland,133.00,148.00,152.00,150.00,153.00,154.00,165.00,167.00,166.00,188.00,191.00,189.00,201.00,239.00,249.00,271.00,299.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,1268.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,357.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,357.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,24.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,45.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,6.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,131.00,,,,
Religion: Andere,,,,,,,,,,,,,,84.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,108.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,4024.00,4003.00,4005.00,3794.00,,,
Sozialhilfequote,,6.04,6.01,6.91,8.03,7.42,8.65,7.53,7.31,6.38,6.65,7.22,7.78,6.47,6.05,6.74,7.21,
Geld: Veranlagungen,,,,,,,,,,,,,,,1610.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,59085.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,42729.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.51,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,8253.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,4450.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,13286528.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,13.97,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,244073.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,8489.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.91,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,1111.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,1789313.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.46,,,
