Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Staatsangehörigkeit: Spanien,70.00,68.00,63.00,58.00,60.00,66.00,57.00,51.00,43.00,45.00,48.00,55.00,47.00,63.00,65.00,81.00,108.00,
Staatsangehörigkeit: Portugal,26.00,25.00,24.00,20.00,17.00,18.00,20.00,18.00,24.00,30.00,30.00,28.00,36.00,29.00,32.00,32.00,32.00,
Staatsangehörigkeit: Mazedonien,17.00,16.00,15.00,14.00,13.00,16.00,19.00,26.00,25.00,25.00,19.00,19.00,15.00,9.00,9.00,10.00,10.00,
Staatsangehörigkeit: Vereinigtes Königreich,43.00,55.00,52.00,57.00,50.00,70.00,70.00,61.00,78.00,103.00,115.00,111.00,126.00,144.00,137.00,146.00,135.00,
Staatsangehörigkeit: Frankreich,37.00,31.00,36.00,27.00,36.00,43.00,51.00,56.00,62.00,46.00,52.00,62.00,62.00,69.00,84.00,88.00,115.00,
Staatsangehörigkeit: Indien,10.00,14.00,21.00,19.00,21.00,26.00,40.00,32.00,37.00,43.00,36.00,46.00,43.00,47.00,44.00,57.00,56.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,22.00,34.00,26.00,29.00,43.00,41.00,41.00,55.00,62.00,86.00,86.00,84.00,80.00,104.00,117.00,112.00,113.00,
Staatsangehörigkeit: Österreich,32.00,35.00,31.00,30.00,30.00,30.00,35.00,28.00,29.00,34.00,28.00,34.00,38.00,46.00,41.00,36.00,49.00,
Staatsangehörigkeit: Kroatien,20.00,15.00,11.00,13.00,14.00,15.00,20.00,15.00,17.00,14.00,14.00,13.00,13.00,22.00,21.00,18.00,22.00,
Staatsangehörigkeit: Sri Lanka,12.00,10.00,8.00,7.00,11.00,8.00,9.00,10.00,12.00,11.00,12.00,9.00,7.00,9.00,8.00,10.00,9.00,
Staatsangehörigkeit: Polen,3.00,3.00,3.00,4.00,5.00,5.00,2.00,3.00,6.00,7.00,9.00,11.00,8.00,14.00,9.00,9.00,6.00,
Staatsangehörigkeit: Übriges Ausland,210.00,229.00,266.00,299.00,300.00,284.00,317.00,323.00,322.00,346.00,360.00,368.00,409.00,439.00,462.00,484.00,513.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,2513.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,867.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,760.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,48.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,86.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,69.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,132.00,,,,
Religion: Andere,,,,,,,,,,,,,,212.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,127.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,21835.00,21122.00,22101.00,22283.00,,,
Sozialhilfequote,,2.21,2.19,2.76,3.33,3.61,3.70,3.02,3.00,2.89,3.14,3.23,3.09,2.99,3.16,3.24,2.93,
Geld: Veranlagungen,,,,,,,,,,,,,,,2992.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,105002.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,57364.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.61,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,17822.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,7454.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,53324855.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,16.97,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,1800693.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,38658.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.96,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,9028.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,27012625.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.50,,,
