Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Staatsangehörigkeit: Italien,389.00,368.00,366.00,330.00,324.00,301.00,296.00,294.00,286.00,272.00,254.00,245.00,244.00,261.00,271.00,320.00,326.00,
Staatsangehörigkeit: Türkei,443.00,447.00,481.00,464.00,469.00,478.00,467.00,428.00,402.00,377.00,386.00,373.00,378.00,402.00,380.00,381.00,362.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",297.00,287.00,300.00,311.00,310.00,307.00,323.00,310.00,319.00,294.00,291.00,284.00,279.00,253.00,246.00,249.00,269.00,
Staatsangehörigkeit: Spanien,157.00,158.00,153.00,137.00,123.00,102.00,96.00,89.00,82.00,78.00,89.00,96.00,97.00,109.00,108.00,154.00,171.00,
Staatsangehörigkeit: Portugal,62.00,68.00,69.00,76.00,89.00,100.00,93.00,94.00,116.00,122.00,125.00,117.00,139.00,151.00,177.00,208.00,217.00,
Staatsangehörigkeit: Mazedonien,174.00,208.00,235.00,232.00,225.00,225.00,239.00,218.00,211.00,220.00,218.00,197.00,179.00,182.00,176.00,178.00,193.00,
Staatsangehörigkeit: Vereinigtes Königreich,12.00,15.00,26.00,25.00,27.00,25.00,31.00,26.00,36.00,43.00,52.00,54.00,43.00,65.00,58.00,76.00,78.00,
Staatsangehörigkeit: Frankreich,11.00,13.00,17.00,16.00,21.00,20.00,28.00,33.00,40.00,38.00,46.00,41.00,44.00,37.00,48.00,68.00,85.00,
Staatsangehörigkeit: Indien,7.00,9.00,11.00,22.00,42.00,78.00,110.00,124.00,219.00,263.00,259.00,329.00,316.00,313.00,256.00,255.00,283.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,7.00,2.00,8.00,7.00,11.00,11.00,12.00,12.00,11.00,34.00,45.00,43.00,59.00,51.00,39.00,59.00,58.00,
Staatsangehörigkeit: Österreich,23.00,24.00,35.00,32.00,26.00,32.00,27.00,29.00,27.00,18.00,21.00,22.00,23.00,21.00,24.00,24.00,40.00,
Staatsangehörigkeit: Kroatien,102.00,103.00,99.00,104.00,98.00,94.00,80.00,83.00,65.00,62.00,63.00,59.00,62.00,59.00,60.00,60.00,55.00,
Staatsangehörigkeit: Sri Lanka,70.00,70.00,81.00,84.00,81.00,83.00,88.00,80.00,80.00,74.00,72.00,67.00,56.00,52.00,54.00,58.00,66.00,
Staatsangehörigkeit: Polen,6.00,6.00,3.00,4.00,4.00,2.00,2.00,3.00,3.00,3.00,5.00,6.00,8.00,9.00,4.00,4.00,7.00,
Staatsangehörigkeit: Übriges Ausland,248.00,252.00,292.00,315.00,338.00,336.00,339.00,381.00,407.00,438.00,440.00,473.00,535.00,582.00,588.00,767.00,857.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,2063.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,470.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,649.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,19.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,120.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,10.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,1181.00,,,,
Religion: Andere,,,,,,,,,,,,,,641.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,228.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,5171.00,5140.00,5677.00,5608.00,,,
Sozialhilfequote,,7.55,8.17,9.76,10.63,12.20,12.52,12.18,11.08,9.76,10.12,10.38,10.12,10.89,10.70,9.70,10.52,
Geld: Veranlagungen,,,,,,,,,,,,,,,2780.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,49500.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,41294.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.47,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,5831.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,3393.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,16210448.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,11.78,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,72774.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,2039.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.88,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,239.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,665579.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.33,,,
