Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Alter: 80-84,,,,,,,,,,,,,,,,,952.00,
Alter: 85-89,,,,,,,,,,,,,,,,,680.00,
Alter: 90-94,,,,,,,,,,,,,,,,,325.00,
Alter: 95-99,,,,,,,,,,,,,,,,,69.00,
Alter: 100-104,,,,,,,,,,,,,,,,,16.00,
Alter: 105-109,,,,,,,,,,,,,,,,,0.00,
Alter: 110-114,,,,,,,,,,,,,,,,,0.00,
Staatsangehörigkeit: Deutschland,933.00,1009.00,1120.00,1191.00,1299.00,1379.00,1506.00,1652.00,1774.00,1853.00,1994.00,2062.00,2095.00,2210.00,2248.00,2259.00,2325.00,
Staatsangehörigkeit: Italien,432.00,451.00,425.00,440.00,452.00,460.00,463.00,445.00,457.00,458.00,475.00,480.00,478.00,492.00,516.00,525.00,530.00,
Staatsangehörigkeit: Türkei,202.00,203.00,170.00,160.00,182.00,167.00,182.00,171.00,175.00,186.00,188.00,198.00,199.00,204.00,224.00,239.00,261.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",135.00,140.00,130.00,135.00,122.00,117.00,125.00,135.00,129.00,128.00,131.00,146.00,136.00,140.00,150.00,158.00,178.00,
Staatsangehörigkeit: Spanien,101.00,105.00,91.00,99.00,99.00,99.00,95.00,97.00,96.00,101.00,107.00,116.00,134.00,140.00,160.00,161.00,166.00,
Staatsangehörigkeit: Portugal,16.00,17.00,16.00,18.00,20.00,19.00,23.00,22.00,20.00,18.00,21.00,30.00,36.00,54.00,63.00,72.00,61.00,
Staatsangehörigkeit: Mazedonien,34.00,35.00,40.00,38.00,33.00,31.00,36.00,32.00,36.00,33.00,34.00,35.00,40.00,42.00,52.00,60.00,69.00,
Staatsangehörigkeit: Vereinigtes Königreich,106.00,128.00,133.00,163.00,166.00,162.00,185.00,188.00,179.00,179.00,201.00,212.00,236.00,239.00,251.00,250.00,268.00,
Staatsangehörigkeit: Frankreich,53.00,61.00,74.00,77.00,81.00,80.00,80.00,88.00,85.00,74.00,66.00,68.00,72.00,84.00,88.00,82.00,86.00,
Staatsangehörigkeit: Indien,27.00,25.00,27.00,21.00,32.00,40.00,37.00,26.00,15.00,13.00,18.00,25.00,21.00,25.00,36.00,32.00,33.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,71.00,91.00,97.00,93.00,86.00,83.00,60.00,64.00,60.00,69.00,83.00,105.00,114.00,120.00,120.00,116.00,124.00,
Staatsangehörigkeit: Österreich,79.00,81.00,85.00,85.00,78.00,83.00,94.00,95.00,101.00,109.00,113.00,119.00,122.00,120.00,118.00,123.00,125.00,
Staatsangehörigkeit: Kroatien,45.00,55.00,49.00,51.00,47.00,50.00,46.00,46.00,48.00,51.00,55.00,64.00,70.00,67.00,68.00,68.00,62.00,
Staatsangehörigkeit: Sri Lanka,44.00,44.00,43.00,46.00,42.00,40.00,45.00,46.00,36.00,35.00,38.00,37.00,37.00,39.00,34.00,33.00,28.00,
Staatsangehörigkeit: Polen,10.00,11.00,23.00,20.00,20.00,24.00,25.00,27.00,25.00,24.00,25.00,26.00,24.00,27.00,23.00,22.00,26.00,
Staatsangehörigkeit: Übriges Ausland,401.00,474.00,527.00,552.00,550.00,528.00,538.00,563.00,582.00,626.00,736.00,748.00,787.00,831.00,890.00,923.00,1022.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,9473.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,5461.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,3508.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,54.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,198.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,25.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,650.00,,,,
Religion: Andere,,,,,,,,,,,,,,622.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,948.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,3330.00,3333.00,3421.00,3442.00,,,
Sozialhilfequote,,3.48,3.55,4.30,4.65,4.88,5.14,3.97,3.72,3.74,3.40,3.16,3.30,3.39,3.25,3.40,3.55,
Geld: Veranlagungen,,,,,,,,,,,,,,,11850.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,91164.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,63629.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.52,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,13431.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,7410.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,159162836.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,14.73,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,670362.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,48594.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.88,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,3323.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,39375391.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.50,,,
