Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Staatsangehörigkeit: Deutschland,375.00,369.00,432.00,478.00,570.00,632.00,655.00,697.00,723.00,814.00,856.00,876.00,907.00,893.00,900.00,921.00,950.00,
Staatsangehörigkeit: Italien,332.00,340.00,334.00,314.00,311.00,306.00,309.00,307.00,315.00,334.00,344.00,351.00,355.00,366.00,388.00,381.00,381.00,
Staatsangehörigkeit: Türkei,129.00,131.00,122.00,104.00,118.00,113.00,126.00,128.00,128.00,126.00,116.00,118.00,130.00,131.00,124.00,113.00,107.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",101.00,107.00,102.00,103.00,114.00,118.00,126.00,123.00,100.00,92.00,76.00,76.00,75.00,78.00,76.00,86.00,77.00,
Staatsangehörigkeit: Spanien,102.00,104.00,97.00,111.00,108.00,115.00,110.00,106.00,111.00,105.00,111.00,112.00,123.00,143.00,141.00,134.00,126.00,
Staatsangehörigkeit: Portugal,26.00,34.00,37.00,37.00,41.00,45.00,50.00,56.00,51.00,51.00,53.00,57.00,66.00,59.00,82.00,76.00,77.00,
Staatsangehörigkeit: Mazedonien,46.00,47.00,44.00,42.00,37.00,31.00,31.00,35.00,26.00,23.00,26.00,26.00,31.00,39.00,40.00,33.00,35.00,
Staatsangehörigkeit: Vereinigtes Königreich,57.00,72.00,80.00,86.00,89.00,95.00,96.00,88.00,99.00,105.00,113.00,122.00,127.00,135.00,125.00,136.00,138.00,
Staatsangehörigkeit: Frankreich,100.00,98.00,102.00,100.00,95.00,96.00,97.00,98.00,109.00,134.00,126.00,132.00,121.00,133.00,129.00,119.00,133.00,
Staatsangehörigkeit: Indien,7.00,10.00,14.00,13.00,13.00,12.00,19.00,18.00,10.00,10.00,12.00,15.00,5.00,38.00,40.00,50.00,46.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,43.00,60.00,72.00,75.00,86.00,81.00,84.00,104.00,115.00,100.00,94.00,97.00,102.00,100.00,97.00,90.00,89.00,
Staatsangehörigkeit: Österreich,66.00,64.00,65.00,67.00,72.00,73.00,82.00,88.00,88.00,94.00,79.00,82.00,76.00,74.00,69.00,74.00,70.00,
Staatsangehörigkeit: Kroatien,25.00,29.00,31.00,28.00,30.00,32.00,39.00,41.00,39.00,37.00,39.00,37.00,39.00,34.00,34.00,30.00,29.00,
Staatsangehörigkeit: Sri Lanka,26.00,24.00,26.00,20.00,17.00,11.00,17.00,14.00,13.00,12.00,11.00,15.00,15.00,14.00,14.00,17.00,15.00,
Staatsangehörigkeit: Polen,12.00,13.00,19.00,18.00,24.00,20.00,22.00,17.00,20.00,11.00,9.00,11.00,9.00,15.00,18.00,19.00,18.00,
Staatsangehörigkeit: Übriges Ausland,295.00,335.00,352.00,345.00,361.00,382.00,395.00,412.00,414.00,421.00,431.00,456.00,486.00,512.00,560.00,621.00,658.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,6013.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,3189.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,2315.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,71.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,160.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,198.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,453.00,,,,
Religion: Andere,,,,,,,,,,,,,,331.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,678.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,2678.00,2537.00,2603.00,2526.00,,,
Sozialhilfequote,,1.81,1.98,2.24,2.77,2.59,2.62,2.52,2.23,1.88,1.82,1.59,1.85,2.07,2.21,2.39,2.61,
Geld: Veranlagungen,,,,,,,,,,,,,,,8095.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,77501.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,57991.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.48,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,11233.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,7031.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,90927642.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,14.49,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,410582.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,36703.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.85,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,1893.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,15326697.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.46,,,
