Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Staatsangehörigkeit: Italien,244.00,236.00,233.00,232.00,233.00,236.00,222.00,226.00,218.00,220.00,222.00,237.00,223.00,223.00,210.00,213.00,217.00,
Staatsangehörigkeit: Türkei,125.00,129.00,111.00,118.00,115.00,112.00,99.00,96.00,90.00,92.00,88.00,93.00,92.00,88.00,80.00,76.00,76.00,
"Staatsangehörigkeit: Serbien, Montenegro, Kosovo",104.00,96.00,96.00,98.00,100.00,96.00,85.00,79.00,72.00,77.00,79.00,69.00,66.00,67.00,71.00,70.00,80.00,
Staatsangehörigkeit: Spanien,84.00,77.00,81.00,84.00,78.00,83.00,95.00,98.00,96.00,90.00,95.00,98.00,91.00,87.00,94.00,95.00,99.00,
Staatsangehörigkeit: Portugal,51.00,43.00,41.00,50.00,46.00,38.00,39.00,48.00,42.00,48.00,49.00,51.00,54.00,68.00,70.00,67.00,60.00,
Staatsangehörigkeit: Mazedonien,34.00,36.00,24.00,25.00,27.00,19.00,17.00,18.00,21.00,17.00,17.00,15.00,20.00,24.00,24.00,24.00,24.00,
Staatsangehörigkeit: Vereinigtes Königreich,29.00,39.00,39.00,40.00,41.00,41.00,52.00,53.00,50.00,61.00,67.00,67.00,68.00,62.00,75.00,78.00,76.00,
Staatsangehörigkeit: Frankreich,28.00,30.00,32.00,42.00,39.00,37.00,35.00,38.00,51.00,63.00,64.00,63.00,67.00,63.00,80.00,77.00,75.00,
Staatsangehörigkeit: Indien,11.00,15.00,17.00,20.00,22.00,19.00,11.00,22.00,26.00,21.00,23.00,21.00,31.00,34.00,39.00,35.00,36.00,
Staatsangehörigkeit: Vereinigte Staaten von Amerika,12.00,15.00,14.00,17.00,11.00,16.00,20.00,27.00,16.00,21.00,26.00,28.00,34.00,41.00,45.00,28.00,26.00,
Staatsangehörigkeit: Österreich,52.00,44.00,47.00,46.00,43.00,39.00,41.00,46.00,47.00,50.00,57.00,51.00,50.00,48.00,49.00,55.00,52.00,
Staatsangehörigkeit: Kroatien,29.00,32.00,36.00,37.00,34.00,29.00,28.00,24.00,33.00,33.00,27.00,26.00,24.00,28.00,36.00,32.00,34.00,
Staatsangehörigkeit: Sri Lanka,22.00,19.00,20.00,20.00,22.00,27.00,27.00,21.00,27.00,28.00,31.00,24.00,25.00,26.00,31.00,22.00,22.00,
Staatsangehörigkeit: Polen,3.00,2.00,2.00,2.00,6.00,5.00,5.00,4.00,4.00,5.00,3.00,3.00,4.00,3.00,2.00,3.00,4.00,
Staatsangehörigkeit: Übriges Ausland,218.00,205.00,210.00,234.00,276.00,262.00,263.00,269.00,308.00,337.00,340.00,329.00,356.00,348.00,374.00,418.00,432.00,
Religion: Keine Zugehörigkeit,,,,,,,,,,,,,,3283.00,,,,
Religion: Protestantisch,,,,,,,,,,,,,,1271.00,,,,
Religion: Römisch-katolisch,,,,,,,,,,,,,,1118.00,,,,
Religion: Christ-katolisch,,,,,,,,,,,,,,32.00,,,,
Religion: Ostkirchliche Religionsgemeinde,,,,,,,,,,,,,,115.00,,,,
Religion: Jüdisch,,,,,,,,,,,,,,131.00,,,,
Religion: Muslimisch,,,,,,,,,,,,,,261.00,,,,
Religion: Andere,,,,,,,,,,,,,,265.00,,,,
Religion: Keine Angabe,,,,,,,,,,,,,,320.00,,,,
Vollzeitäquivalente,,,,,,,,,,,,2296.00,2181.00,2150.00,2015.00,,,
Sozialhilfequote,,3.04,2.99,3.54,4.23,5.06,4.59,4.35,4.53,4.57,4.59,4.64,4.48,4.08,3.74,4.11,4.40,
Geld: Veranlagungen,,,,,,,,,,,,,,,4206.00,,,
Geld: Reineinkommen Mittelwert,,,,,,,,,,,,,,,63842.00,,,
Geld: Reineinkommen Median,,,,,,,,,,,,,,,51275.00,,,
Geld: Reineinkommen Gini,,,,,,,,,,,,,,,0.44,,,
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,8735.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,5807.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,36738580.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,13.68,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,746185.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,27439.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.95,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,3743.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,15741046.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.50,,,
