Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Geld: Einkommensteuer Mittelwert,,,,,,,,,,,,,,,7447.00,,,
Geld: Einkommensteuer Median,,,,,,,,,,,,,,,5629.00,,,
Geld: Einkommensteuer Summe,,,,,,,,,,,,,,,39247150.00,,,
Geld: Steuerbelastung des Reineinkommens,,,,,,,,,,,,,,,12.63,,,
Geld: Reinvermögen Mittelwert,,,,,,,,,,,,,,,186178.00,,,
Geld: Reinvermögen Median,,,,,,,,,,,,,,,16894.00,,,
Geld: Reinvermögen Gini,,,,,,,,,,,,,,,0.85,,,
Geld: Vermögenssteuer Mittelwert,,,,,,,,,,,,,,,726.00,,,
Geld: Vermögenssteuer Median,,,,,,,,,,,,,,,0.00,,,
Geld: Vermögenssteuer Summe,,,,,,,,,,,,,,,3824876.00,,,
Geld: Steuerbelastung des Reinvermögens,,,,,,,,,,,,,,,0.39,,,
